what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Apple Inc.",1438048461509
java.version,sysinfo,,,"1.6.0_65",1438048461509
java.vm.info,sysinfo,,,"mixed mode",1438048461509
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1438048461509
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1438048461509
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1438048461509
java.vm.specification.version,sysinfo,,,"1.0",1438048461509
java.vm.vendor,sysinfo,,,"Apple Inc.",1438048461509
java.vm.version,sysinfo,,,"20.65-b04-468",1438048461509
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1438048461978
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1438048463347
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1438048463723
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1438048464144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438051324319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438051324610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438051328335
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438051328785
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1438051329880
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1438051330298
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1438051330413
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1438051330424
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1438051330446
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1438051330449
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1438051330452
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1438109105797
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1438109105798
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1438109105799
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1438109105888
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1438109105902
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1438109105902
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1438109105916
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1438109105917
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1438109105917
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1438109105940
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1438109105940
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1438109106008
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1438109106060
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1438109106060
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1438109106075
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1438109106076
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1438109106102
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1438109106111
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1438109106114
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1438109106123
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1438109106123
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1438109106124
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1438109106124
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1438109106125
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1438109106125
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1438109106126
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1438109106178
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1438109106203
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1438109106218
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1438109106230
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1438109106234
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1438109106241
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1438109106242
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1438109106256
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1438109106257
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1438109106260
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1438109106280
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1438109106280
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1438109106297
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1438109106306
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1438109106312
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1438109106314
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1438109106315
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1438109106348
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1438109106348
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1438109106348
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1438109106353
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1438109106353
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1438109106414
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1438109106419
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1438109106419
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1438109106443
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1438109106443
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1438109106448
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1438109106448
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1438109106454
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1438109106454
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1438109106468
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1438109106469
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1438109106482
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1438109106514
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1438109106554
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1438109106575
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1438109106657
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1438109106743
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1438109106770
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1438109106770
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1438109106822
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1438109106851
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1438109106877
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1438109106877
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1438109106889
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1438109106919
os,sysinfo,,,"macosx",1438109106923
arch,sysinfo,,,"x86",1438109106923
ws,sysinfo,,,"cocoa",1438109106923
locale,sysinfo,,,"en_US",1438109106923
processors,sysinfo,,,"2",1438109106923
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1438109106923
java.runtime.version,sysinfo,,,"1.6.0_65-b14-468-11M4828a",1438109106923
java.specification.name,sysinfo,,,"Java Platform API Specification",1438109106923
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1438109106923
java.specification.version,sysinfo,,,"1.6",1438109106923
java.vendor,sysinfo,,,"Apple Inc.",1438109106923
java.version,sysinfo,,,"1.6.0_65",1438109106923
java.vm.info,sysinfo,,,"mixed mode",1438109106923
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1438109106923
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1438109106923
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1438109106923
java.vm.specification.version,sysinfo,,,"1.0",1438109106923
java.vm.vendor,sysinfo,,,"Apple Inc.",1438109106923
java.vm.version,sysinfo,,,"20.65-b04-468",1438109106923
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1438109107080
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1438109107208
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1438109107214
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1438109107228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438110135082
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438110158451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438110159759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438110160818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438113794746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438113795476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438113894222
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438113897175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438113924691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438113926475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114237980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114239778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114371837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114372612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114374674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114377299
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114434516
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114436177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114853933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114890749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114897419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114898773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114899688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438114901708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115019712
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115035377
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115065654
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115066160
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115066361
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1438115066379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115115726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115156303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115161640
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1438115165343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115166744
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1438115169586
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115173770
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1438115179172
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115180396
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1438115181876
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115185345
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1438115186294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115192174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115196291
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115202997
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115226666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115245894
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1438115253051
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1438115253272
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1438115253386
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115263980
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1438115266275
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115270298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115274130
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115296574
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115296999
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115297854
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1438115299111
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1438115299156
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115305112
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1438115311379
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115319509
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115334252
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115334344
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115341962
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115346930
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115347022
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115357119
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115359924
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115363110
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115371169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115371353
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115373810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115373880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1438115374007
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115384409
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115384482
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115384895
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115385121
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1438115462303
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1438115462933
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115463491
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1438115475427
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115477571
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115479666
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115481788
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115481856
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115496827
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115499280
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115499437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115514664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115519849
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115521973
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115523469
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115523535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115533722
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115539683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115548548
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115551948
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1438115554500
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115556249
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438115558711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115569651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115572338
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1438115572955
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115575172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115613435
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1438115613519
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1438115613519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115615082
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115883268
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115894418
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115901631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1438115901684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438115906907
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1438115946152
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115946637
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1438115946637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1438115946671
